parkID,parkName,lat,lng,capacity,emptyCapacity,workHours,parkType,freeTime,district,isOpen
2415,Şişli Harbiye Cumhuriyet Caddesi Otoparkı 3,41.0426,28.9863,25,25,08:00-19:00,YOL ÜSTÜ,5,ŞİŞLİ,0
2417,Şişli Harbiye Cumhuriyet Caddesi Otoparkı 5,41.0431,28.9863,26,26,08:00-19:00,YOL ÜSTÜ,5,ŞİŞLİ,0
2418,Şişli Harbiye Cumhuriyet Caddesi Otoparkı 6,41.0422,28.9864,25,25,08:00-19:00,YOL ÜSTÜ,5,ŞİŞLİ,0
2816,Şişli Rumeli Caddesi Metro Yanı 1,41.0538,28.9869,45,45,08:00-21:00,YOL ÜSTÜ,15,ŞİŞLİ,0
2406,Şişli Zemin Altı Otoparkı,41.0641,28.9992,581,183,24 Saat,KAPALI OTOPARK,15,ŞİŞLİ,1
1894,Tacirhane Sokak 1,41.0142,28.9668,25,12,07:00-18:00,YOL ÜSTÜ,5,FATİH,0
210,Tamburi Ali Efendi Sokak 1,41.0785,29.0308,17,9,09:00-20:00,YOL ÜSTÜ,15,BEŞİKTAŞ,0
87,Taşkışla Caddesi 1,41.0479,28.9913,20,5,08:00-19:00,YOL ÜSTÜ,0,ŞİŞLİ,0
1081,Tatlıcı Kuleleri Önü,41.0686,29.0151,17,11,07:00-17:00,YOL ÜSTÜ,0,ŞİŞLİ,0
55,Teşvikiye Cami 1,41.0491,28.994,25,19,07:30-23:30,YOL ÜSTÜ,15,ŞİŞLİ,0
56,Teşvikiye Cami 2,41.0497,28.9935,25,20,07:30-23:30,YOL ÜSTÜ,15,ŞİŞLİ,0
1959,TRT Önü Açık Otoparkı,41.0326,28.9746,90,36,24 Saat,AÇIK OTOPARK,5,BEYOĞLU,1
1993,Tuzla İdo,40.815,29.3036,300,266,24 Saat,AÇIK OTOPARK,15,TUZLA,1
3057,Tuzla Sahil Zemin Altı Otoparkı,40.8178,29.3012,779,504,24 Saat,KAPALI OTOPARK,15,TUZLA,1
608,Türbedar Sokak,41.0089,28.9724,35,35,07:00-17:00,YOL ÜSTÜ,0,FATİH,0
3215,Tüyap Metrobüs Durağı Yanı Açık Otoparkı,41.022,28.6241,100,100,07:00-23:00,AÇIK OTOPARK,0,BÜYÜKÇEKMECE,0
1811,Ulu Camii Açık Otoparkı,40.998,28.85,150,0,24 Saat,AÇIK OTOPARK,0,BAHÇELİEVLER,1
2171,Unkapanı Açık Otoparkı,41.0196,28.9642,55,55,07:00-19:00,AÇIK OTOPARK,0,FATİH,0
2424,Uzunçayır Açık Otoparkı,40.9988,29.0557,53,50,06:00-16:00,AÇIK OTOPARK,0,KADIKÖY,0
2345,Uzunçayır P+R,40.9987,29.0581,150,130,06:00-17:00,AÇIK OTOPARK,0,KADIKÖY,0
1491,Ümraniye Dr. Fazıl Küçük Caddesi 1,41.027,29.1127,24,19,08:00-16:30,YOL ÜSTÜ,0,ÜMRANİYE,0
1492,Ümraniye Dr. Fazıl Küçük Caddesi 2,41.0268,29.1128,24,24,08:00-16:30,YOL ÜSTÜ,0,ÜMRANİYE,0
1855,Ümraniye Dr. Fazıl Küçük Caddesi 3,41.0265,29.113,24,23,08:00-16:30,YOL ÜSTÜ,0,ÜMRANİYE,0
1961,Ümraniye Dr. Fazıl Küçük Caddesi 4,41.0272,29.1124,24,19,08:00-16:30,YOL ÜSTÜ,0,ÜMRANİYE,0
2129,Ümraniye Dr. Fazıl Küçük Caddesi 5,41.0269,29.1125,24,13,08:00-16:30,YOL ÜSTÜ,0,ÜMRANİYE,0
2308,Ümraniye Dr. Fazıl Küçük Caddesi 6,41.0267,29.1126,24,21,08:00-16:30,YOL ÜSTÜ,0,ÜMRANİYE,0
2846,Ümraniye Dr. Fazıl Küçük Caddesi 7,41.0265,29.1129,15,12,08:00-16:30,YOL ÜSTÜ,0,ÜMRANİYE,0
1468,Ümraniye Katlı Otoparkı,41.0261,29.0953,665,213,24 Saat,KAPALI OTOPARK,15,ÜMRANİYE,1
2898,Ümraniye Okan Sokak Zeminaltı Otoparkı,41.0288,29.0911,125,23,24 Saat,KAPALI OTOPARK,15,ÜMRANİYE,1
2894,Ümraniye Toya Sokak 1,41.0263,29.1138,34,34,08:00-16:00,YOL ÜSTÜ,0,ÜMRANİYE,0
2895,Ümraniye Toya Sokak 2,41.0261,29.1151,34,34,08:00-16:00,YOL ÜSTÜ,0,ÜMRANİYE,0
2896,Ümraniye Toya Sokak 3,41.0261,29.1151,34,19,08:00-16:00,YOL ÜSTÜ,0,ÜMRANİYE,0
1929,Üsküdar Ünalan Açık P+R,40.9979,29.0605,180,176,06:30-15:00,AÇIK OTOPARK,0,ÜSKÜDAR,0
1,Vali Konağı Caddesi 1,41.0488,28.988,30,10,08:00-18:00,YOL ÜSTÜ,15,ŞİŞLİ,0
2,Vali Konağı Caddesi 2,41.049,28.9881,50,34,08:00-18:00,YOL ÜSTÜ,15,ŞİŞLİ,0
3,Vali Konağı Caddesi 3,41.0553,28.9957,50,37,08:00-18:00,YOL ÜSTÜ,15,ŞİŞLİ,0
1482,Vali Konağı Müze Önü 1,41.0495,28.9882,35,33,07:00-19:00,YOL ÜSTÜ,0,ŞİŞLİ,0
1487,Vatan Caddesi Migros Önü,41.016,28.9404,397,352,24 Saat,AÇIK OTOPARK,5,FATİH,1
135,Vefa Bayırı Sokak 1,41.0648,29.0089,40,40,07:00-17:00,YOL ÜSTÜ,15,BEŞİKTAŞ,0
136,Vefa Bey Sokak 1,41.0655,29.0066,35,18,08:00-18:00,YOL ÜSTÜ,15,BEŞİKTAŞ,0
1621,Veteriner Hilmi Sokak Yol Üstü 1,41.0603,28.9892,20,20,08:00-18:00,YOL ÜSTÜ,15,ŞİŞLİ,0
2441,Yalı Açık Otoparkı,40.9094,29.1369,85,77,07:00-23:00,AÇIK OTOPARK,15,MALTEPE,0
459,Yalı Köşkü Caddesi 1,41.0163,28.9758,120,120,07:00-21:00,YOL ÜSTÜ,5,FATİH,0
2146,Yayla Sanat Merkezi Açık Otoparkı,40.9263,29.1235,156,80,24 Saat,AÇIK OTOPARK,0,MALTEPE,1
962,Yener Sokak 1,41.0642,29.0093,25,16,08:00-17:00,YOL ÜSTÜ,15,BEŞİKTAŞ,0
2037,Yenikapı Marmaray Büyük Otoparkı,41.0057,28.9505,360,319,24 Saat,AÇIK OTOPARK,15,FATİH,1
2036,Yenikapı Marmaray Küçük Otoparkı,41.0064,28.9504,200,199,07:00-23:00,AÇIK OTOPARK,15,FATİH,0
2175,Yenikapı Spor ve Kültür Merkezi Açık Otoparkı 2,41.0007,28.9514,4023,197,24 Saat,AÇIK OTOPARK,15,FATİH,1
2805,Yenikapı Tünel Üstü Açık Otoparkı,41.0024,28.9541,700,642,24 Saat,AÇIK OTOPARK,10,FATİH,1
385,Yeniköy 1,41.1272,29.0697,11,6,09:00-18:00,YOL ÜSTÜ,0,SARIYER,0
395,Yeşil Vadi Sokak 4,40.9672,29.1058,40,21,08:00-17:00,YOL ÜSTÜ,15,ATAŞEHİR,0
2509,Yeşil Vadi Sokak 9,40.9671,29.1045,40,40,08:00-17:00,YOL ÜSTÜ,15,ATAŞEHİR,0
2920,Yeşilce Zemin Altı Katlı Otoparkı,41.0937,29.0028,676,443,24 Saat,KAPALI OTOPARK,0,KAĞITHANE,1
1352,Yeşilköy Fener Caddesi 1,40.9592,28.8384,62,51,12:00-23:00,YOL ÜSTÜ,15,BAKIRKÖY,0
985,Yeşilköy İstanbul Caddesi 3,40.9593,28.8351,33,28,09:00-18:00,YOL ÜSTÜ,15,BAKIRKÖY,0
987,Yeşilköy İstasyon Caddesi 1,40.962,28.8249,40,32,08:00-22:00,YOL ÜSTÜ,15,BAKIRKÖY,0
988,Yeşilköy İstasyon Caddesi 2,40.9619,28.8248,35,19,08:00-22:00,YOL ÜSTÜ,15,BAKIRKÖY,0
991,Yeşilköy İstasyon Caddesi 5,40.9598,28.8234,50,46,08:00-22:00,YOL ÜSTÜ,15,BAKIRKÖY,0
992,Yeşilköy İstasyon Caddesi 6,40.9595,28.8231,50,37,08:00-22:00,YOL ÜSTÜ,15,BAKIRKÖY,0
994,Yeşilköy İstasyon Caddesi 8,40.9585,28.8218,40,27,08:00-22:00,YOL ÜSTÜ,15,BAKIRKÖY,0
974,Yeşilköy Marina 1,40.9575,28.8231,145,145,12:00-23:00,YOL ÜSTÜ,0,BAKIRKÖY,0
976,Yeşilköy Marina 3,40.9567,28.8219,75,61,12:00-23:00,YOL ÜSTÜ,0,BAKIRKÖY,0
977,Yeşilköy Marina 4,40.9563,28.8216,70,53,12:00-23:00,YOL ÜSTÜ,0,BAKIRKÖY,0
978,Yeşilköy Marina 5,40.956,28.8215,150,125,12:00-23:00,YOL ÜSTÜ,0,BAKIRKÖY,0
979,Yeşilköy Marina 6,40.9556,28.8216,50,23,12:00-23:00,YOL ÜSTÜ,0,BAKIRKÖY,0
981,Yeşilköy Marina 8,40.9552,28.8212,100,100,12:00-23:00,YOL ÜSTÜ,0,BAKIRKÖY,0
2109,Yeşilköy Mesleki Eğitim Okulu Kapalı Otoparkı,40.961,28.8231,100,33,24 Saat,KAPALI OTOPARK,0,BAKIRKÖY,1
315,Yeşilyurt Çarşı 1,40.9647,28.8375,50,45,09:00-18:00,YOL ÜSTÜ,15,BAKIRKÖY,0
1014,Yeşilyurt Çarşı 2,40.9646,28.8374,50,50,09:00-18:00,YOL ÜSTÜ,15,BAKIRKÖY,0
1551,Yeşilyurt Çarşı 3,40.9644,28.8379,50,30,09:00-18:00,YOL ÜSTÜ,15,BAKIRKÖY,0
2162,Yıldız Kavşağı Yol Üstü Otoparkı,41.0515,29.0082,23,18,07:30-17:00,YOL ÜSTÜ,5,BEŞİKTAŞ,0
1133,Yıldız Korusu,41.0479,29.0151,500,500,08:00-21:00,AÇIK OTOPARK,0,BEŞİKTAŞ,0
129,Yıldızposta Caddesi 4,41.0659,29.0084,30,22,08:00-17:00,YOL ÜSTÜ,15,BEŞİKTAŞ,0
130,Yıldızposta Caddesi 5,41.0663,29.0075,25,25,08:00-17:00,YOL ÜSTÜ,15,BEŞİKTAŞ,0
131,Yıldızposta Caddesi 6,41.0655,29.0086,52,52,08:00-17:00,YOL ÜSTÜ,15,BEŞİKTAŞ,0
474,Zeynep Kamil Hastanesi Önü 1,41.0157,29.0252,35,35,08:30-17:00,YOL ÜSTÜ,15,ÜSKÜDAR,0
475,Zeynep Kamil Hastanesi Önü 2,41.0156,29.0251,24,21,08:30-17:00,YOL ÜSTÜ,15,ÜSKÜDAR,0
882,Zeytinburnu 58. Bulvar 2,40.9934,28.9038,48,48,09:00-18:00,YOL ÜSTÜ,15,ZEYTİNBURNU,0
883,Zeytinburnu 58. Bulvar 3,40.993,28.9038,34,34,09:00-18:00,YOL ÜSTÜ,15,ZEYTİNBURNU,0
886,Zeytinburnu 58. Bulvar 6,40.9893,28.9038,30,23,08:00-18:00,YOL ÜSTÜ,15,ZEYTİNBURNU,0
3185,Zeytinburnu Sahil Cep Otoparkı,40.9798,28.8983,160,160,12:00-22:00,AÇIK OTOPARK,0,ZEYTİNBURNU,0
