parkID,parkName,lat,lng,capacity,emptyCapacity,workHours,parkType,freeTime,district,isOpen
381,İstinye 4 ( Cami Önü ),41.115,29.057,25,16,08:00-17:30,YOL ÜSTÜ,15,SARIYER,0
382,İstinye 5 ( Köşk Önü ),41.1145,29.0586,30,30,08:00-17:30,YOL ÜSTÜ,15,SARIYER,0
1804,İtalyan Hastanesi Karşısı Açık Otoparkı 1,41.0281,28.9816,30,26,09:00-20:00,AÇIK OTOPARK,0,BEYOĞLU,0
507,Kabasakal Medrese Önü,41.0062,28.9789,65,65,08:00-21:00,AÇIK OTOPARK,0,FATİH,0
349,Kabataş Set Üstü 2,41.0355,28.9932,80,80,08:00-19:00,YOL ÜSTÜ,15,BEYOĞLU,0
1464,Kadıköy Açık Otoparkı,40.99,29.0184,1004,786,24 Saat,AÇIK OTOPARK,15,KADIKÖY,1
3079,Kadıköy Bora Sokak Yolüstü Otoparkı,40.9906,29.0755,26,26,07:30-16:30,YOL ÜSTÜ,15,KADIKÖY,0
687,Kadıköy Eğitim Mahallesi Açık Otoparkı,40.9924,29.0426,50,38,08:00-21:00,AÇIK OTOPARK,0,KADIKÖY,0
2918,Kadıköy Hasanpaşa Gazhane Katlı Otoparkı,40.9972,29.0429,310,239,06:30-23:00,KAPALI OTOPARK,15,KADIKÖY,0
1447,Kadıköy İski Açık Otoparkı,40.9874,29.0208,124,65,24 Saat,AÇIK OTOPARK,15,KADIKÖY,1
3054,Kadıköy Kalamış Parkı Açık Otoparkı,40.9693,29.0362,35,35,07:00-23:00,AÇIK OTOPARK,15,KADIKÖY,0
2989,Kadıköy Kurbağalıdere Caddesi,40.9941,29.0369,38,30,09:00-17:00,YOL ÜSTÜ,15,KADIKÖY,0
2807,Kadıköy Metro 2 Açık Otoparkı,40.989,29.0209,66,15,24 Saat,AÇIK OTOPARK,15,KADIKÖY,1
1655,Kadıköy Metro Açık Otoparkı,40.9899,29.0216,74,39,24 Saat,AÇIK OTOPARK,15,KADIKÖY,1
2015,Kadıköy Metro Yol Üstü 1,40.9905,29.0218,25,3,07:00-23:00,YOL ÜSTÜ,15,KADIKÖY,0
3165,Kadıköy Metro Yol üstü 2,40.99,29.0217,13,1,07:00-23:00,YOL ÜSTÜ,15,KADIKÖY,0
2975,Kadıköy Sahil Açık Otopark,40.9911,29.0218,45,27,24 Saat,AÇIK OTOPARK,5,KADIKÖY,1
2879,Kadıköy Yekta Sokak Göztepe E 5 Yanı 2,40.9904,29.076,48,31,07:30-17:00,YOL ÜSTÜ,15,KADIKÖY,0
2808,Kadıköy Yeni Salı Pazarı Katlı Otoparkı,40.9978,29.0501,1350,618,24 Saat,KAPALI OTOPARK,15,KADIKÖY,1
2811,Kağıthane Harmantepe Zemin Altı Otoparkı,41.0814,28.991,200,19,24 Saat,KAPALI OTOPARK,0,KAĞITHANE,1
1452,Kalamış Açık Otoparkı,40.9686,29.036,173,148,24 Saat,AÇIK OTOPARK,15,KADIKÖY,1
1321,Kalamış Fener Caddesi 1,40.9724,29.0399,40,40,09:00-20:00,YOL ÜSTÜ,15,KADIKÖY,0
561,Kanlıca Barış Manço Caddesi 1,41.1001,29.0662,18,11,09:00-18:00,YOL ÜSTÜ,15,BEYKOZ,0
200,Karakol Caddesi 1,41.0754,29.0164,18,16,08:00-18:00,YOL ÜSTÜ,15,BEŞİKTAŞ,0
314,Karaköy Balıkçılar Önü,41.022,28.9741,70,70,08:00-00:00,AÇIK OTOPARK,15,BEYOĞLU,1
313,Karaköy Meydan,41.0232,28.9753,16,16,08:00-18:00,YOL ÜSTÜ,15,BEYOĞLU,0
1064,Kartal Balıkçılar Açık,40.8872,29.1884,100,81,08:00-18:00,AÇIK OTOPARK,0,KARTAL,0
1474,Kartal Hasan Doğan Spor Kompleksi,40.8925,29.1899,773,0,24 Saat,KAPALI OTOPARK,15,KARTAL,1
511,Kartal Hürriyet Caddesi 2,40.8891,29.1863,30,30,08:00-18:00,YOL ÜSTÜ,15,KARTAL,0
513,Kartal Hürriyet Caddesi 4,40.8895,29.1884,30,30,08:00-18:00,YOL ÜSTÜ,15,KARTAL,0
1105,Kartal İdo Açık Otoparkı,40.8873,29.1881,90,66,24 Saat,AÇIK OTOPARK,15,KARTAL,1
1550,Kartal Sahil Açık Otoparkı,40.8873,29.1902,75,67,24 Saat,AÇIK OTOPARK,5,KARTAL,1
516,Kartal Savarona Caddesi 1,40.8872,29.1831,50,50,09:00-18:00,YOL ÜSTÜ,15,KARTAL,0
533,Kartal Üsküdar Caddesi 2,40.8891,29.1835,50,50,09:00-18:00,YOL ÜSTÜ,15,KARTAL,0
1810,Kartal Üsküdar Caddesi 4,40.8892,29.1829,60,60,09:00-18:00,YOL ÜSTÜ,15,KARTAL,0
2532,Kartal Üsküdar Caddesi 5,40.8891,29.1829,50,50,09:00-18:00,YOL ÜSTÜ,15,KARTAL,0
928,Kasım Sokak 1,41.009,28.8856,50,50,08:00-19:00,YOL ÜSTÜ,15,GÜNGÖREN,0
929,Kasım Sokak 2,41.0092,28.8863,50,46,08:00-19:00,YOL ÜSTÜ,15,GÜNGÖREN,0
930,Kasım Sokak 3,41.0095,28.8881,50,50,08:00-19:00,YOL ÜSTÜ,15,GÜNGÖREN,0
932,Kasım Sokak 5,41.0101,28.8895,50,47,08:00-19:00,YOL ÜSTÜ,15,GÜNGÖREN,0
933,Kasım Sokak 6,41.0102,28.8899,50,50,08:00-23:00,YOL ÜSTÜ,15,GÜNGÖREN,0
2231,Kasımpaşa Sosyal Tesisler Otoparkı,41.0299,28.9669,60,55,08:00-23:00,AÇIK OTOPARK,15,BEYOĞLU,0
2827,Kayaşehir Meydan Zemin Altı Otoparkı,41.1187,28.7709,654,648,24 Saat,KAPALI OTOPARK,0,BAŞAKŞEHİR,1
452,Kazım Özalp Sokak 2,40.9598,29.0734,40,40,08:45-19:00,YOL ÜSTÜ,15,KADIKÖY,0
454,Kazım Özalp Sokak 4,40.9612,29.0749,40,32,08:45-19:00,YOL ÜSTÜ,15,KADIKÖY,0
456,Kazım Özalp Sokak 6,40.962,29.0758,50,50,08:45-19:00,YOL ÜSTÜ,15,KADIKÖY,0
1960,Kazlıçeşme Marmaray Açık Otoparkı,40.9922,28.9165,700,445,24 Saat,AÇIK OTOPARK,15,ZEYTİNBURNU,1
440,Kepenekçi Yokuşu-Odun Kapısı Yokuşu 1,41.0171,28.9663,30,22,07:00-18:00,YOL ÜSTÜ,0,FATİH,0
922,Kıztaşı Caddesi 1,41.0162,28.9509,40,17,08:30-17:00,YOL ÜSTÜ,15,FATİH,0
923,Kıztaşı Caddesi 2,41.0157,28.9505,40,24,08:30-17:00,YOL ÜSTÜ,15,FATİH,0
2994,Kirazlı Metro Durağı P+R,41.0311,28.8422,650,0,24 Saat,AÇIK OTOPARK,5,BAĞCILAR,1
2449,Kozyatağı Sebze-Meyve Hali,40.9787,29.1029,1500,1500,24 Saat,AÇIK OTOPARK,0,ATAŞEHİR,1
112,Kurtuluş Caddesi 3,41.0507,28.9828,40,40,08:00-18:00,YOL ÜSTÜ,15,ŞİŞLİ,0
114,Kurtuluş Caddesi 5,41.0489,28.9813,40,23,08:00-18:00,YOL ÜSTÜ,15,ŞİŞLİ,0
1205,Kutlugün Sokak 1,41.007,28.9811,200,191,08:00-19:00,YOL ÜSTÜ,0,FATİH,0
1572,Küçük Ayasofya Caddesi,41.0031,28.9726,50,38,07:30-18:00,YOL ÜSTÜ,0,FATİH,0
3074,Küçük Çamlıca,41.0206,29.0653,129,119,08:00-22:00,AÇIK OTOPARK,0,ÜSKÜDAR,0
3127,Küçükçekmece Cennet Mahallesi Meydan Zemin Altı Otoparkı,40.9906,28.7834,456,0,24 Saat,KAPALI OTOPARK,0,KÜÇÜKÇEKMECE,1
2554,Küçükçekmece Fevzi Çakmak Meydanı Zemin Altı Otoparkı,41.0085,28.7933,1000,0,24 Saat,KAPALI OTOPARK,10,KÜÇÜKÇEKMECE,1
967,Küçüksu Caddesi 1,41.0793,29.0654,27,26,09:00-20:00,YOL ÜSTÜ,15,BEYKOZ,0
968,Küçüksu Caddesi 2,41.0797,29.0655,27,16,09:00-20:00,YOL ÜSTÜ,15,BEYKOZ,0
970,Küçüksu Caddesi 4,41.0802,29.0659,27,9,09:00-20:00,YOL ÜSTÜ,15,BEYKOZ,0
972,Küçüksu Caddesi 6,41.0816,29.0675,27,7,09:00-20:00,YOL ÜSTÜ,15,BEYKOZ,0
2882,Küçüksu Kasrı Açık Otoparkı,41.0786,29.0656,98,95,07:00-23:00,AÇIK OTOPARK,0,BEYKOZ,0
1585,Levent Büyükdere Caddesi 1,41.0778,29.0137,30,30,09:00-18:00,YOL ÜSTÜ,15,BEŞİKTAŞ,0
1586,Levent Büyükdere Caddesi 2,41.0773,29.014,30,17,09:00-18:00,YOL ÜSTÜ,15,BEŞİKTAŞ,0
2598,Levent Büyükdere Caddesi 3,41.0756,29.0147,30,30,09:00-18:00,YOL ÜSTÜ,15,BEŞİKTAŞ,0
2599,Levent Büyükdere Caddesi 4,41.0763,29.0145,30,18,09:00-18:00,YOL ÜSTÜ,15,BEŞİKTAŞ,0
206,Levent Çarşı 1,41.0761,29.0161,23,3,08:00-18:00,YOL ÜSTÜ,15,BEŞİKTAŞ,0
207,Levent Çarşı 2,41.0758,29.0153,23,8,08:00-18:00,YOL ÜSTÜ,15,BEŞİKTAŞ,0
208,Levent Dünya Göz Önü 1,41.0731,29.0181,19,13,08:00-18:00,YOL ÜSTÜ,15,BEŞİKTAŞ,0
220,Levent Hamidiye,41.0861,29.0076,100,63,08:00-19:00,AÇIK OTOPARK,0,BEŞİKTAŞ,0
1138,Levent Metro Yer Altı Otoparkı,41.0811,29.0107,100,98,07:30-19:30,KAPALI OTOPARK,5,BEŞİKTAŞ,0
2798,Maçka Açık Otoparkı,41.0458,28.991,110,93,09:00-19:00,AÇIK OTOPARK,0,ŞİŞLİ,0
78,Maçka Caddesi 1,41.0466,28.993,40,30,07:00-00:00,YOL ÜSTÜ,15,ŞİŞLİ,1
79,Maçka Caddesi 2,41.046,28.993,40,31,07:00-00:00,YOL ÜSTÜ,15,ŞİŞLİ,1
80,Maçka Caddesi 3,41.0453,28.9936,30,30,07:00-00:00,YOL ÜSTÜ,15,ŞİŞLİ,1
81,Maçka Caddesi 4,41.0459,28.9942,40,23,07:00-00:00,YOL ÜSTÜ,15,ŞİŞLİ,1
82,Maçka Caddesi 5,41.0467,28.9943,50,44,07:00-00:00,YOL ÜSTÜ,15,ŞİŞLİ,1
83,Maçka Caddesi 6,41.0478,28.9945,50,46,07:00-00:00,YOL ÜSTÜ,15,ŞİŞLİ,1
1521,Maçka Caddesi Teleferik Önü 1,41.0444,28.9946,29,29,07:30-00:00,YOL ÜSTÜ,0,ŞİŞLİ,1
1859,Maçka Katlı Otoparkı,41.0481,28.9902,508,373,24 Saat,KAPALI OTOPARK,0,ŞİŞLİ,1
1988,Maltepe Orhangazi Şehir Parkı Açık Otoparkı 1,40.9313,29.1161,5022,4718,24 Saat,AÇIK OTOPARK,15,MALTEPE,1
1289,Maltepe Rıhtım Caddesi 1,40.9238,29.1265,50,45,11:00-22:00,YOL ÜSTÜ,15,MALTEPE,0
1362,Maltepe Rıhtım Caddesi 2,40.9244,29.1259,50,29,11:00-22:00,YOL ÜSTÜ,15,MALTEPE,0
1364,Maltepe Rıhtım Caddesi 4,40.9229,29.1271,50,48,11:00-22:00,YOL ÜSTÜ,15,MALTEPE,0
3193,Maltepe Rıhtım Caddesi Açık Otoparkı,40.9254,29.1242,76,64,24 Saat,AÇIK OTOPARK,0,MALTEPE,1
1686,Maslak Dereboyu Caddesi 1,41.1144,29.0242,60,60,07:00-18:00,YOL ÜSTÜ,15,SARIYER,0
260,Maslak G-39 1,41.1092,29.0172,29,6,06:30-17:00,YOL ÜSTÜ,15,SARIYER,0
1599,Maslak P+R,41.1165,29.0241,150,112,24 Saat,AÇIK OTOPARK,10,SARIYER,1
2100,Matbaacılar Sitesi Yanı,41.0235,28.9186,250,21,24 Saat,AÇIK OTOPARK,5,ZEYTİNBURNU,1
2300,Mecidiyeköy Oğuz Sokak 1,41.0679,29.0003,20,17,08:00-18:00,YOL ÜSTÜ,15,ŞİŞLİ,0
920,Meclis-i Mebusan Yokuşu 2,41.0323,28.9884,30,16,09:00-17:00,YOL ÜSTÜ,15,BEYOĞLU,0
1546,Menekşe Plajı Açık Otoparkı,40.9762,28.7767,200,188,24 Saat,AÇIK OTOPARK,10,BAKIRKÖY,1
1376,Mercan Açık,41.0135,28.9669,250,249,08:00-23:00,AÇIK OTOPARK,5,FATİH,0
1472,Merter Katlı Otoparkı,41.0092,28.8874,1000,954,24 Saat,KAPALI OTOPARK,10,GÜNGÖREN,1
1235,Merter Metro P+R,41.0074,28.8963,300,244,24 Saat,AÇIK OTOPARK,10,GÜNGÖREN,1
2375,Merter Metro Zeminaltı Otoparkı,41.0037,28.8898,242,0,24 Saat,KAPALI OTOPARK,10,GÜNGÖREN,1
1568,Mete Caddesi 1,41.0382,28.988,30,17,07:30-23:30,YOL ÜSTÜ,15,BEYOĞLU,0
198,Metrocity Önü 1,41.0765,29.0141,20,9,07:00-17:00,YOL ÜSTÜ,15,ŞİŞLİ,0
1471,Mevlana Yeraltı Katlı Otoparkı,41.0057,28.9046,1000,726,24 Saat,KAPALI OTOPARK,5,ZEYTİNBURNU,1
221,Meydan Otoparkı Akçam Sokak,41.0863,29.0078,30,21,08:00-18:00,YOL ÜSTÜ,15,BEŞİKTAŞ,0
2709,Millet Caddesi Açık Otoparkı,41.01,28.9462,60,0,24 Saat,AÇIK OTOPARK,15,FATİH,1
76,Mim Kemal Öke Caddesi 1,41.0501,28.9904,40,40,07:00-23:00,YOL ÜSTÜ,0,ŞİŞLİ,0
77,Mim Kemal Öke Caddesi 2,41.0494,28.9912,40,31,07:00-23:00,YOL ÜSTÜ,0,ŞİŞLİ,0
3152,Mimar Sinan Zemin Altı Otoparkı,41.0222,29.0169,956,573,24 Saat,KAPALI OTOPARK,15,ÜSKÜDAR,1
2870,Miniatürk Çadır Açık Otoparkı,41.0587,28.9502,250,173,07:00-21:00,AÇIK OTOPARK,15,BEYOĞLU,0
619,Misbah Sokak 1,40.9892,29.022,21,10,09:00-21:00,YOL ÜSTÜ,15,KADIKÖY,0
2556,Muallim Naci Açık Otoparkı,41.0562,29.0343,35,8,24 Saat,AÇIK OTOPARK,15,BEŞİKTAŞ,1
1609,Münir Nurettin Selçuk Caddesi 1,40.9798,29.0392,50,47,09:00-19:00,YOL ÜSTÜ,15,KADIKÖY,0
1608,Münir Nurettin Selçuk Caddesi 2,40.98,29.0391,30,30,09:00-19:00,YOL ÜSTÜ,15,KADIKÖY,0
1616,Münir Nurettin Selçuk Caddesi 3,40.9791,29.0397,30,30,09:00-19:00,YOL ÜSTÜ,15,KADIKÖY,0
137,Müselles Sokak 1,41.068,29.0121,40,10,07:00-17:00,YOL ÜSTÜ,15,ŞİŞLİ,0
1380,Nadide Sokak 1,41.0094,28.8908,45,45,08:00-18:00,YOL ÜSTÜ,15,GÜNGÖREN,0
2117,Nadide Sokak 2,41.0082,28.8918,45,39,08:00-18:00,YOL ÜSTÜ,15,GÜNGÖREN,0
2118,Nadide Sokak 3,41.0078,28.8921,45,44,08:00-18:00,YOL ÜSTÜ,15,GÜNGÖREN,0
594,Nakilbent Sokak,41.004,28.9743,80,80,07:00-19:00,YOL ÜSTÜ,0,FATİH,0
196,Nispetiye Caddesi 1,41.0753,29.0182,23,13,08:00-18:00,YOL ÜSTÜ,15,BEŞİKTAŞ,0
2165,Nispetiye Caddesi Açık Otoparkı,41.0735,29.0177,90,85,08:00-19:00,AÇIK OTOPARK,0,BEŞİKTAŞ,0
569,Oda Kule Önü 1,41.0323,28.9751,24,10,08:00-01:00,YOL ÜSTÜ,0,BEYOĞLU,1
290,Okçu Musa 1,41.0273,28.9716,25,16,08:00-18:00,YOL ÜSTÜ,15,BEYOĞLU,0
152,Ortabahçe Caddesi 2,41.0428,29.0043,35,19,08:00-23:00,YOL ÜSTÜ,15,BEŞİKTAŞ,0
153,Ortabahçe Caddesi 3,41.0433,29.0038,26,26,08:00-23:00,YOL ÜSTÜ,15,BEŞİKTAŞ,0
119,Ortaklar Caddesi 1,41.0637,28.997,22,14,08:00-18:00,YOL ÜSTÜ,15,ŞİŞLİ,0
572,Ortaköy Portakal Yokuşu 1,41.0506,29.0268,15,3,09:00-20:00,YOL ÜSTÜ,15,BEŞİKTAŞ,0
1039,Öğretmen Evi,40.9722,28.7142,80,48,14:00-22:00,AÇIK OTOPARK,0,AVCILAR,0
1249,Paşalimanı Caddesi 1,41.0324,29.0235,30,30,08:00-16:30,YOL ÜSTÜ,0,ÜSKÜDAR,0
1246,Paşalimanı Sosyal Tesis Önü 1,41.0333,29.025,26,26,09:00-18:00,YOL ÜSTÜ,0,ÜSKÜDAR,0
1055,Pendik 23 Nisan Caddesi 1,40.878,29.2363,35,35,09:00-18:00,YOL ÜSTÜ,15,PENDİK,0
1056,Pendik 23 Nisan Caddesi 2,40.8777,29.2356,40,40,09:00-18:00,YOL ÜSTÜ,15,PENDİK,0
1057,Pendik 23 Nisan Caddesi 3,40.8774,29.2348,35,19,09:00-18:00,YOL ÜSTÜ,15,PENDİK,0
1657,Pendik Ankara Caddesi 3,40.8771,29.2361,26,26,09:00-18:00,YOL ÜSTÜ,15,PENDİK,0
1466,Pendik Katlı Otoparkı,40.8789,29.2342,120,0,24 Saat,KAPALI OTOPARK,15,PENDİK,1
3073,Pendik Kemal Kalkuz Parkı Zemin Altı Otoparkı,40.8884,29.2426,224,99,09:00-18:00,KAPALI OTOPARK,0,PENDİK,0
545,Pendik Lokman Hekim Caddesi 1,40.8794,29.2352,25,25,09:00-18:00,YOL ÜSTÜ,15,PENDİK,0
547,Pendik Lokman Hekim Caddesi 3,40.8789,29.2355,25,25,09:00-18:00,YOL ÜSTÜ,15,PENDİK,0
1973,Pendik Marina 2,40.8733,29.2336,51,42,08:00-18:00,YOL ÜSTÜ,15,PENDİK,0
3007,Pendik Marina Önü Açık Otoparkı,40.8732,29.2336,104,101,10:00-18:00,AÇIK OTOPARK,0,PENDİK,0
3019,Pendik Meydan Zemin Altı Otoparkı,40.8752,29.2327,937,0,24 Saat,KAPALI OTOPARK,0,PENDİK,1
2865,Pendik Sahil Engelliler Merkez Önü,40.8734,29.2331,100,73,11:00-19:00,AÇIK OTOPARK,0,PENDİK,0
2434,Pendik Sahil İdo,40.8755,29.237,100,0,24 Saat,AÇIK OTOPARK,15,PENDİK,1
248,Pendik Yenimahalle Açık 2 Otoparkı,40.8642,29.2723,124,0,10:00-21:00,AÇIK OTOPARK,15,PENDİK,0
297,Perşembe Pazarı 1,41.0235,28.9709,32,32,08:00-18:00,YOL ÜSTÜ,15,BEYOĞLU,0
593,Pierre Loti Caddesi 2,41.0055,28.9691,45,31,07:00-17:30,YOL ÜSTÜ,0,FATİH,0
320,Poyraz Yol Üstü 4,40.9931,29.0405,45,36,08:00-21:00,YOL ÜSTÜ,0,KADIKÖY,0
321,Poyraz Yol Üstü 5,40.9921,29.0404,40,40,08:00-21:00,YOL ÜSTÜ,0,KADIKÖY,0
1388,Poyrazlı Sokak 1,41.0092,28.8887,50,45,08:00-18:00,YOL ÜSTÜ,15,GÜNGÖREN,0
1405,Poyrazlı Sokak 2,41.0096,28.8902,50,46,08:00-18:00,YOL ÜSTÜ,15,GÜNGÖREN,0
1406,Poyrazlı Sokak 3,41.0098,28.8906,50,46,08:00-18:00,YOL ÜSTÜ,15,GÜNGÖREN,0
44,Prof. Dr.Orhan Ersek Sokak 3,41.0515,28.9948,40,40,08:00-18:00,YOL ÜSTÜ,15,ŞİŞLİ,0
421,Prof.Cemil Birsel Yokuşu 1,41.0179,28.9669,40,27,07:00-18:00,YOL ÜSTÜ,0,FATİH,0
422,Prof.Cemil Birsel Yokuşu 2,41.0173,28.9668,40,23,07:00-18:00,YOL ÜSTÜ,0,FATİH,0
424,Prof.Cemil Birsel Yokuşu 4,41.018,28.9671,40,38,07:00-18:00,YOL ÜSTÜ,0,FATİH,0
187,Prof.Dr.Ahmet Kemal Aru Caddesi 1,41.0815,29.0121,40,40,07:00-16:00,YOL ÜSTÜ,15,BEŞİKTAŞ,0
188,Prof.Dr.Ahmet Kemal Aru Caddesi 2,41.0815,29.0128,40,37,07:00-16:00,YOL ÜSTÜ,15,BEŞİKTAŞ,0
189,Prof.Dr.Ahmet Kemal Aru Caddesi 3,41.0815,29.0119,30,6,07:00-16:00,YOL ÜSTÜ,15,BEŞİKTAŞ,0
598,Ptt Önü 1,40.9896,29.0219,33,33,07:00-23:00,YOL ÜSTÜ,15,KADIKÖY,0
1900,Ragıp Gümüşpala Cad.(Sobacılar Önü),41.0181,28.969,48,48,07:00-18:00,YOL ÜSTÜ,15,FATİH,0
415,Ragıp Gümüşpala Camii Önü 1,41.021,28.9628,40,33,07:00-19:00,YOL ÜSTÜ,0,FATİH,0
3266,Refik Saydam Caddesi 1,41.0318,28.9735,15,9,07:00-01:00,YOL ÜSTÜ,0,BEYOĞLU,1
3267,Refik Saydam Caddesi 2,41.0323,28.9737,40,28,07:00-01:00,YOL ÜSTÜ,0,BEYOĞLU,1
3268,Refik Saydam Caddesi 3,41.0329,28.9739,35,27,07:00-01:00,YOL ÜSTÜ,0,BEYOĞLU,1
2307,Ressam Halim Sokak Açık Otoparkı,40.9968,28.864,120,86,24 Saat,AÇIK OTOPARK,15,BAHÇELİEVLER,1
1016,Röne Park Önü 1,40.9577,28.832,26,21,13:00-22:00,YOL ÜSTÜ,5,BAKIRKÖY,0
3082,Rumeli Hisarı Sahil Yolu Otoparkı,41.0854,29.0568,20,6,24 Saat,AÇIK OTOPARK,0,SARIYER,1
3170,Rüzgarlıbahçe Şık Sokak,41.0945,29.0986,63,54,08:00-16:00,YOL ÜSTÜ,15,BEYKOZ,0
1595,Sabiha Gökçen P+R,40.9242,29.3097,1075,562,24 Saat,AÇIK OTOPARK,15,PENDİK,1
815,Samatya Sahil,40.9989,28.9328,80,72,12:00-22:00,AÇIK OTOPARK,15,FATİH,0
3239,Samatya Sahil Cep Otoparkı,40.9955,28.932,113,0,24 Saat,AÇIK OTOPARK,15,FATİH,1
1284,Sanatkarlar Caddesi 1,41.0758,28.2441,70,70,09:00-19:00,YOL ÜSTÜ,15,SİLİVRİ,0
3274,Sarıyer Büyükdere Fidanlığı,41.1548,29.0269,160,160,08:00-20:00,AÇIK OTOPARK,0,SARIYER,0
412,Sarıyer Deresi Sokak 2,41.1692,29.0562,25,16,08:00-17:00,YOL ÜSTÜ,15,SARIYER,0
3280,Sarıyer Maslak Sümer Sokak Açık Otoparkı,41.1086,29.0164,74,74,06:45-17:00,AÇIK OTOPARK,5,SARIYER,0
410,Sarıyer Yeni Mahalle Caddesi 1,41.1681,29.0571,11,1,08:00-17:00,YOL ÜSTÜ,15,SARIYER,0
1381,Savaş Caddesi 1,41.0138,28.8867,40,31,08:00-18:00,YOL ÜSTÜ,15,GÜNGÖREN,0
1404,Savaş Caddesi 3,41.0128,28.8874,40,32,08:00-18:00,YOL ÜSTÜ,15,GÜNGÖREN,0
2728,Savaş Caddesi 4,41.0141,28.8868,20,20,08:00-18:00,YOL ÜSTÜ,15,GÜNGÖREN,0
222,Selvi Sokak 1,41.0863,29.0083,37,20,08:00-18:00,YOL ÜSTÜ,15,BEŞİKTAŞ,0
1665,Seyit Nizam  Caddesi 1,41.0043,28.9073,100,100,08:00-17:00,YOL ÜSTÜ,15,ZEYTİNBURNU,0
1303,Seyrantepe Katlı (Arena Karşısı) 1,41.1004,28.9958,1897,1895,24 Saat,KAPALI OTOPARK,0,KAĞITHANE,1
74,Sezai Selek Sokak 1,41.0534,28.996,50,50,08:00-18:00,YOL ÜSTÜ,15,ŞİŞLİ,0
1624,Sıracevizler Caddesi Yol Üstü 1,41.0577,28.9835,42,42,09:00-18:00,YOL ÜSTÜ,15,ŞİŞLİ,0
1627,Sıracevizler Caddesi Yol Üstü 4,41.0598,28.9842,45,45,09:00-18:00,YOL ÜSTÜ,15,ŞİŞLİ,0
1628,Sıracevizler Caddesi Yol Üstü 5,41.0596,28.9843,45,45,09:00-18:00,YOL ÜSTÜ,15,ŞİŞLİ,0
464,Sirkeci Gar Önü 1,41.015,28.9762,60,60,07:00-20:00,AÇIK OTOPARK,5,FATİH,0
653,Siyavuş Paşa Sokak,41.0153,28.966,23,23,07:00-18:00,YOL ÜSTÜ,0,FATİH,0
1486,Siyavuşpaşa Yer Altı Otoparkı,40.9965,28.8532,155,0,24 Saat,KAPALI OTOPARK,0,BAHÇELİEVLER,1
1958,Soğanlık Metro Açık Otoparkı,40.9133,29.1927,500,229,24 Saat,AÇIK OTOPARK,15,KARTAL,1
589,Su Terazisi Sokak,41.0046,28.9727,22,10,07:00-17:00,YOL ÜSTÜ,0,FATİH,0
1478,Suadiye Cep Açık Otoparkı,40.9586,29.0734,130,93,24 Saat,AÇIK OTOPARK,15,KADIKÖY,1
2948,Suadiye Sahil Açık Otoparkı,40.956,29.0799,70,51,24 Saat,AÇIK OTOPARK,5,KADIKÖY,1
3090,Sultanahmet Açık Otoparkı,41.0046,28.978,150,136,24 Saat,AÇIK OTOPARK,15,FATİH,1
2799,Sultanbeyli Emir Caddesi Zemin Altı Otoparkı,40.9717,29.2555,130,117,07:00-23:00,KAPALI OTOPARK,0,SULTANBEYLİ,0
2372,Sultanbeyli Kent Meydanı Zemin Altı Otoparkı,40.9668,29.2666,300,203,24 Saat,KAPALI OTOPARK,15,SULTANBEYLİ,1
2410,Sultangazi Zemin Altı Otoparkı,41.0944,28.8649,104,0,24 Saat,KAPALI OTOPARK,10,SULTANGAZİ,1
2085,Süleyman Seba Caddesi 2,41.0426,28.9998,25,7,08:00-18:00,YOL ÜSTÜ,15,BEŞİKTAŞ,0
2086,Süleyman Seba Caddesi 3,41.0428,28.9992,25,25,08:00-18:00,YOL ÜSTÜ,15,BEŞİKTAŞ,0
2089,Süleyman Seba Caddesi 6,41.0435,28.9967,30,30,08:00-18:00,YOL ÜSTÜ,15,BEŞİKTAŞ,0
2391,Süleymaniye Cami Altı Açık Otoparkı,41.0158,28.9611,250,248,06:30-18:30,AÇIK OTOPARK,0,FATİH,0
1801,Sümer Sokak 1,41.1088,29.0163,27,27,06:30-16:00,YOL ÜSTÜ,15,SARIYER,0
1730,Sütlüce Miniatürk Yanı 1,41.0571,28.95,320,241,24 Saat,AÇIK OTOPARK,15,BEYOĞLU,1
34,Şakayık Sokak 2,41.0503,28.9949,60,60,08:00-18:00,YOL ÜSTÜ,15,ŞİŞLİ,0
36,Şakayık Sokak 4,41.052,28.9933,50,35,08:00-18:00,YOL ÜSTÜ,15,ŞİŞLİ,0
550,Şehit Mithat Yılmaz caddesi 1,41.1685,29.0562,16,4,08:00-17:00,YOL ÜSTÜ,15,SARIYER,0
1469,Şehit Volkan Duysak Katlı Otoparkı,40.9965,28.9043,1000,520,24 Saat,KAPALI OTOPARK,5,ZEYTİNBURNU,1
2385,Şehremini Açık Otoparkı 1,41.0135,28.9333,60,44,07:00-22:00,AÇIK OTOPARK,0,FATİH,0
1892,Şehzadebaşı Caddesi 1,41.0127,28.958,23,23,07:00-17:30,YOL ÜSTÜ,15,FATİH,0
2855,Şemsipaşa Açık Otoparkı,41.0255,29.0098,80,74,24 Saat,AÇIK OTOPARK,0,ÜSKÜDAR,1
2439,Şirinevler Meydan Zeminaltı Otoparkı,40.9925,28.8496,367,148,24 Saat,KAPALI OTOPARK,0,BAHÇELİEVLER,1
2302,Şişli Ali Kaya Sokak 1,41.0799,29.0101,50,50,07:30-17:00,YOL ÜSTÜ,15,ŞİŞLİ,0
